gm102b,gm302b,gm502b,gm702b,time(sec)
1.88,1.91,1.95,3.64,467
1.88,1.91,1.96,3.64,468
1.87,1.91,1.95,3.64,469
1.88,1.91,1.95,3.64,470
1.87,1.91,1.95,3.64,471
1.87,1.91,1.96,3.63,472
1.87,1.91,1.95,3.64,473
1.87,1.91,1.96,3.63,474
1.87,1.91,1.95,3.63,475
1.87,1.91,1.95,3.63,476
1.87,1.91,1.96,3.63,477
1.87,1.92,1.95,3.63,478
1.87,1.92,1.95,3.63,479
1.87,1.92,1.96,3.62,480
1.87,1.91,1.96,3.62,481
1.87,1.91,1.95,3.63,482
1.87,1.92,1.95,3.63,483
1.86,1.92,1.96,3.62,484
1.87,1.92,1.96,3.62,485
1.87,1.92,1.96,3.62,486
1.87,1.92,1.96,3.62,487
1.87,1.92,1.96,3.62,488
1.87,1.92,1.95,3.62,489
1.86,1.92,1.96,3.62,490
1.87,1.92,1.96,3.62,491
1.87,1.92,1.96,3.62,492
1.86,1.92,1.96,3.62,493
1.87,1.92,1.96,3.62,494
1.87,1.92,1.96,3.62,495
1.87,1.92,1.96,3.62,496
1.87,1.92,1.96,3.62,497
1.87,1.93,1.96,3.62,498
1.87,1.92,1.96,3.62,499
1.87,1.93,1.96,3.62,500
1.87,1.93,1.96,3.62,501
1.87,1.93,1.96,3.62,502
1.87,1.93,1.96,3.62,503
1.87,1.93,1.96,3.62,504
1.87,1.93,1.96,3.62,505
1.88,1.93,1.96,3.62,506
1.88,1.93,1.96,3.61,507
1.88,1.93,1.96,3.62,508
1.88,1.93,1.96,3.63,509
1.87,1.93,1.96,3.62,510
1.88,1.93,1.96,3.62,511
1.87,1.93,1.96,3.62,512
1.88,1.93,1.96,3.62,513
1.88,1.93,1.96,3.63,514
1.88,1.93,1.96,3.62,515
1.88,1.93,1.96,3.62,516
1.88,1.93,1.96,3.62,517
1.88,1.93,1.96,3.62,518
1.88,1.93,1.96,3.62,519
1.88,1.93,1.96,3.62,520
1.88,1.93,1.96,3.62,521
1.88,1.93,1.96,3.62,522
1.88,1.94,1.97,3.62,523
1.88,1.93,1.96,3.62,524
1.88,1.93,1.96,3.62,525
1.88,1.94,1.97,3.62,526
1.88,1.94,1.97,3.63,527
1.88,1.94,1.96,3.62,528
1.88,1.93,1.97,3.62,529
1.88,1.94,1.97,3.62,530
1.88,1.94,1.97,3.62,531
1.88,1.94,1.97,3.62,532
1.88,1.94,1.97,3.62,533
1.88,1.94,1.97,3.61,534
1.88,1.94,1.97,3.62,535
1.88,1.94,1.97,3.62,536
1.88,1.94,1.97,3.62,537
1.88,1.94,1.97,3.62,538
1.88,1.94,1.97,3.62,539
1.88,1.94,1.97,3.62,540
1.88,1.94,1.97,3.62,541
1.88,1.94,1.97,3.61,542
1.88,1.94,1.97,3.61,543
1.88,1.94,1.97,3.62,544
1.88,1.94,1.98,3.62,545
1.88,1.94,1.97,3.62,546
1.88,1.94,1.97,3.62,547
1.88,1.94,1.97,3.62,548
1.88,1.94,1.98,3.62,549
1.88,1.94,1.98,3.62,550
1.88,1.94,1.97,3.62,551
1.88,1.94,1.98,3.62,552
1.88,1.94,1.98,3.62,553
1.88,1.94,1.97,3.62,554
1.88,1.95,1.98,3.62,555
1.88,1.94,1.98,3.62,556
1.88,1.94,1.98,3.62,557
1.89,1.95,1.98,3.63,558
1.88,1.95,1.98,3.63,559
1.89,1.95,1.98,3.63,560
1.89,1.95,1.98,3.63,561
1.89,1.95,1.98,3.62,562
1.89,1.95,1.98,3.63,563
1.89,1.95,1.98,3.63,564
1.89,1.95,1.98,3.63,565
1.89,1.95,1.99,3.63,566
1.89,1.95,1.98,3.63,567
1.89,1.95,1.99,3.63,568
1.89,1.95,1.99,3.63,569
1.89,1.96,1.99,3.63,570
1.89,1.95,1.99,3.63,571
1.89,1.95,1.99,3.64,572
1.9,1.95,1.99,3.63,573
1.89,1.95,1.99,3.63,574
1.89,1.96,1.99,3.64,575
1.9,1.96,1.99,3.64,576
1.89,1.96,1.99,3.64,577
1.89,1.96,1.99,3.64,578
1.9,1.96,1.99,3.64,579
1.89,1.96,1.99,3.64,580
1.9,1.96,1.99,3.64,581
1.9,1.96,1.99,3.63,582
1.9,1.96,2,3.64,583
1.9,1.96,1.99,3.64,584
1.9,1.96,2,3.64,585
1.9,1.96,2,3.64,586
1.9,1.96,2,3.64,587
1.9,1.96,2,3.65,588
1.9,1.96,2,3.65,589
1.9,1.96,2,3.65,590
1.91,1.97,2,3.65,591
1.91,1.96,2,3.65,592
1.91,1.96,2,3.65,593
1.91,1.97,2,3.65,594
1.91,1.97,2,3.66,595
1.91,1.97,2.01,3.65,596
1.91,1.97,2.01,3.66,597
1.91,1.97,2.01,3.66,598
1.91,1.97,2.01,3.66,599
1.91,1.97,2.01,3.66,600
1.91,1.97,2.01,3.66,601
1.92,1.97,2.01,3.66,602
1.92,1.97,2.01,3.66,603
1.92,1.98,2.01,3.66,604
1.92,1.97,2.01,3.66,605
1.92,1.98,2.01,3.67,606
1.92,1.97,2.01,3.66,607
1.92,1.98,2.02,3.67,608
1.92,1.98,2.02,3.67,609
1.92,1.98,2.02,3.67,610
1.92,1.98,2.02,3.67,611
1.92,1.98,2.02,3.67,612
1.92,1.98,2.02,3.67,613
1.92,1.98,2.02,3.67,614
1.92,1.98,2.02,3.68,615
1.93,1.98,2.02,3.68,616
1.93,1.98,2.02,3.67,617
1.93,1.98,2.02,3.68,618
1.93,1.98,2.02,3.67,619
1.93,1.99,2.03,3.68,620
1.93,1.99,2.03,3.68,621
1.93,1.99,2.03,3.68,622
1.93,1.99,2.03,3.68,623
1.93,1.99,2.03,3.68,624
1.93,1.99,2.03,3.68,625
1.93,1.99,2.03,3.67,626
1.93,1.99,2.03,3.68,627
1.93,1.99,2.03,3.68,628
1.93,1.99,2.03,3.68,629
1.93,1.99,2.03,3.68,630
1.93,1.99,2.04,3.68,631
1.94,1.99,2.04,3.68,632
1.93,2,2.04,3.68,633
1.93,2,2.04,3.68,634
1.94,2,2.04,3.68,635
1.94,1.99,2.04,3.68,636
1.94,2,2.04,3.69,637
1.94,2,2.04,3.68,638
1.94,2,2.04,3.68,639
1.94,2,2.04,3.68,640
1.94,2,2.04,3.68,641
1.94,2,2.04,3.68,642
1.94,2,2.05,3.69,643
1.94,2,2.04,3.69,644
1.94,2,2.05,3.69,645
1.94,2.01,2.05,3.69,646
1.94,2.01,2.05,3.68,647
1.94,2,2.05,3.69,648
1.94,2.01,2.05,3.69,649
1.95,2.01,2.05,3.69,650
1.95,2,2.05,3.69,651
1.95,2.01,2.06,3.69,652
1.95,2.01,2.06,3.69,653
1.94,2.01,2.05,3.69,654
1.95,2.01,2.05,3.69,655
1.94,2.01,2.05,3.69,656
1.95,2.01,2.06,3.7,657
1.95,2.01,2.05,3.69,658
1.95,2.01,2.06,3.69,659
1.95,2.01,2.06,3.7,660
1.95,2.01,2.06,3.69,661
1.95,2.01,2.06,3.69,662
1.95,2.02,2.06,3.69,663
1.95,2.01,2.06,3.69,664
1.95,2.01,2.06,3.69,665
1.95,2.02,2.06,3.69,666
1.95,2.02,2.06,3.7,667
1.95,2.02,2.06,3.69,668
1.95,2.02,2.06,3.69,669
1.95,2.02,2.07,3.69,670
1.95,2.02,2.06,3.69,671
1.95,2.02,2.06,3.69,672
1.95,2.02,2.07,3.69,673
1.95,2.02,2.07,3.69,674
1.95,2.02,2.07,3.69,675
1.95,2.02,2.07,3.69,676
1.95,2.02,2.07,3.69,677
1.95,2.02,2.07,3.69,678
1.95,2.02,2.07,3.69,679
1.95,2.02,2.07,3.69,680
